PARAMETER_ID,PARAMETER_NAME,RAW_VALUE,UNIT_AS_WRITTEN,NORMALIZED_VALUE_IF_SAFE,NORMALIZED_UNIT_IF_SAFE,SOURCE_DOCUMENT,SOURCE_VERSION,PAGE,SECTION,FIGURE_TABLE,EXACT_SOURCE_CONTEXT,RELATED_COMPONENT,RELATED_FUNCTION,CLASSIFICATION,SOURCE_STATUS,T_OCS_STATUS,BUILD_CRITICALITY,CAN_BE_USED_AS_P0_BUILD_INPUT,CAN_BE_USED_AS_FUNCTIONAL_TEST_INPUT,CAN_BE_USED_AS_FE_INPUT,CAN_BE_USED_AS_PHYSICAL_EVIDENCE,TRACEABILITY,PHYSICAL_RESULT
INPUT_ENGINEERING_636,1,1,NOT_STATED,1,NOT_STATED,JON_PHYSICAL_INPUT_ENGINEERING_MASTER.md,INPUT_ENGINEERING,1,extracted numeric context,NOT_STATED,"# JON_PHYSICAL_INPUT_ENGINEERING_MASTER

**Scope:** Physical-input engineering definition layer for immutable R4.1. This document defines acquisition/derivation contracts only. It does not close inputs, authorize R4.2, or authorize FE/MBD execution.

## Authority and baseline
- Peter_ChatGPT: architecture / gate / authorization authority.
- JON_ChatGPT: development / innovation / engineering implementation.
- Manus-Tasks: execution / simulation / testing / validation / evidence.
- Immutable artifact: `R4.1/R4.1.step`
- Asserted R4.1 SHA256: `fbe6b17cdbf7282a2e47963e567e12eeceb1352a36e719e7d1c55cc5f712a0a68`
- Mutation allowed: `FALSE`
- Native design axes: `+X = FWD`, `+Y = LEFT`, `+Z = UP`; use the native STEP origin and never rebase the model.

> **Evidence warning:** the V4 baseline record reports `BASELINE_HASH_MATCH=false` even though it asserts the same R4.1 SHA. This master therefore does not claim independent byte-level verification of the STEP file from the currently uploaded evidence package.

## Current state
- `PHYSICAL_INPUT_CLOSURE = BLOCKED`
- `FINAL_VALIDATION_BY_MANUS = 0/14`
- FE/MBD execution remains blocked by the physical-input gate.
- Current intake audit: 14 ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
INPUT_ENGINEERING_637,1,1,NOT_STATED,1,NOT_STATED,JON_PHYSICAL_INPUT_ENGINEERING_MASTER.md,INPUT_ENGINEERING,1,extracted numeric context,NOT_STATED,"# JON_PHYSICAL_INPUT_ENGINEERING_MASTER

**Scope:** Physical-input engineering definition layer for immutable R4.1. This document defines acquisition/derivation contracts only. It does not close inputs, authorize R4.2, or authorize FE/MBD execution.

## Authority and baseline
- Peter_ChatGPT: architecture / gate / authorization authority.
- JON_ChatGPT: development / innovation / engineering implementation.
- Manus-Tasks: execution / simulation / testing / validation / evidence.
- Immutable artifact: `R4.1/R4.1.step`
- Asserted R4.1 SHA256: `fbe6b17cdbf7282a2e47963e567e12eeceb1352a36e719e7d1c55cc5f712a0a68`
- Mutation allowed: `FALSE`
- Native design axes: `+X = FWD`, `+Y = LEFT`, `+Z = UP`; use the native STEP origin and never rebase the model.

> **Evidence warning:** the V4 baseline record reports `BASELINE_HASH_MATCH=false` even though it asserts the same R4.1 SHA. This master therefore does not claim independent byte-level verification of the STEP file from the currently uploaded evidence package.

## Current state
- `PHYSICAL_INPUT_CLOSURE = BLOCKED`
- `FINAL_VALIDATION_BY_MANUS = 0/14`
- FE/MBD execution remains blocked by the physical-input gate.
- Current intake audit: 14 ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
INPUT_ENGINEERING_638,1,1,NOT_STATED,1,NOT_STATED,JON_PHYSICAL_INPUT_ENGINEERING_MASTER.md,INPUT_ENGINEERING,1,extracted numeric context,NOT_STATED,"# JON_PHYSICAL_INPUT_ENGINEERING_MASTER

**Scope:** Physical-input engineering definition layer for immutable R4.1. This document defines acquisition/derivation contracts only. It does not close inputs, authorize R4.2, or authorize FE/MBD execution.

## Authority and baseline
- Peter_ChatGPT: architecture / gate / authorization authority.
- JON_ChatGPT: development / innovation / engineering implementation.
- Manus-Tasks: execution / simulation / testing / validation / evidence.
- Immutable artifact: `R4.1/R4.1.step`
- Asserted R4.1 SHA256: `fbe6b17cdbf7282a2e47963e567e12eeceb1352a36e719e7d1c55cc5f712a0a68`
- Mutation allowed: `FALSE`
- Native design axes: `+X = FWD`, `+Y = LEFT`, `+Z = UP`; use the native STEP origin and never rebase the model.

> **Evidence warning:** the V4 baseline record reports `BASELINE_HASH_MATCH=false` even though it asserts the same R4.1 SHA. This master therefore does not claim independent byte-level verification of the STEP file from the currently uploaded evidence package.

## Current state
- `PHYSICAL_INPUT_CLOSURE = BLOCKED`
- `FINAL_VALIDATION_BY_MANUS = 0/14`
- FE/MBD execution remains blocked by the physical-input gate.
- Current intake audit: 14 ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
INPUT_ENGINEERING_639,6-12,6-12,NOT_STATED,6-12,NOT_STATED,JON_PHYSICAL_INPUT_ENGINEERING_MASTER.md,INPUT_ENGINEERING,1,extracted numeric context,NOT_STATED,"# JON_PHYSICAL_INPUT_ENGINEERING_MASTER

**Scope:** Physical-input engineering definition layer for immutable R4.1. This document defines acquisition/derivation contracts only. It does not close inputs, authorize R4.2, or authorize FE/MBD execution.

## Authority and baseline
- Peter_ChatGPT: architecture / gate / authorization authority.
- JON_ChatGPT: development / innovation / engineering implementation.
- Manus-Tasks: execution / simulation / testing / validation / evidence.
- Immutable artifact: `R4.1/R4.1.step`
- Asserted R4.1 SHA256: `fbe6b17cdbf7282a2e47963e567e12eeceb1352a36e719e7d1c55cc5f712a0a68`
- Mutation allowed: `FALSE`
- Native design axes: `+X = FWD`, `+Y = LEFT`, `+Z = UP`; use the native STEP origin and never rebase the model.

> **Evidence warning:** the V4 baseline record reports `BASELINE_HASH_MATCH=false` even though it asserts the same R4.1 SHA. This master therefore does not claim independent byte-level verification of the STEP file from the currently uploaded evidence package.

## Current state
- `PHYSICAL_INPUT_CLOSURE = BLOCKED`
- `FINAL_VALIDATION_BY_MANUS = 0/14`
- FE/MBD execution remains blocked by the physical-input gate.
- Current intake audit: 14 ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
INPUT_ENGINEERING_640,1,1,NOT_STATED,1,NOT_STATED,JON_PHYSICAL_INPUT_ENGINEERING_MASTER.md,INPUT_ENGINEERING,1,extracted numeric context,NOT_STATED,"# JON_PHYSICAL_INPUT_ENGINEERING_MASTER

**Scope:** Physical-input engineering definition layer for immutable R4.1. This document defines acquisition/derivation contracts only. It does not close inputs, authorize R4.2, or authorize FE/MBD execution.

## Authority and baseline
- Peter_ChatGPT: architecture / gate / authorization authority.
- JON_ChatGPT: development / innovation / engineering implementation.
- Manus-Tasks: execution / simulation / testing / validation / evidence.
- Immutable artifact: `R4.1/R4.1.step`
- Asserted R4.1 SHA256: `fbe6b17cdbf7282a2e47963e567e12eeceb1352a36e719e7d1c55cc5f712a0a68`
- Mutation allowed: `FALSE`
- Native design axes: `+X = FWD`, `+Y = LEFT`, `+Z = UP`; use the native STEP origin and never rebase the model.

> **Evidence warning:** the V4 baseline record reports `BASELINE_HASH_MATCH=false` even though it asserts the same R4.1 SHA. This master therefore does not claim independent byte-level verification of the STEP file from the currently uploaded evidence package.

## Current state
- `PHYSICAL_INPUT_CLOSURE = BLOCKED`
- `FINAL_VALIDATION_BY_MANUS = 0/14`
- FE/MBD execution remains blocked by the physical-input gate.
- Current intake audit: 14 ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
INPUT_ENGINEERING_641,1,1,NOT_STATED,1,NOT_STATED,JON_PHYSICAL_INPUT_ENGINEERING_MASTER.md,INPUT_ENGINEERING,1,extracted numeric context,NOT_STATED,"# JON_PHYSICAL_INPUT_ENGINEERING_MASTER

**Scope:** Physical-input engineering definition layer for immutable R4.1. This document defines acquisition/derivation contracts only. It does not close inputs, authorize R4.2, or authorize FE/MBD execution.

## Authority and baseline
- Peter_ChatGPT: architecture / gate / authorization authority.
- JON_ChatGPT: development / innovation / engineering implementation.
- Manus-Tasks: execution / simulation / testing / validation / evidence.
- Immutable artifact: `R4.1/R4.1.step`
- Asserted R4.1 SHA256: `fbe6b17cdbf7282a2e47963e567e12eeceb1352a36e719e7d1c55cc5f712a0a68`
- Mutation allowed: `FALSE`
- Native design axes: `+X = FWD`, `+Y = LEFT`, `+Z = UP`; use the native STEP origin and never rebase the model.

> **Evidence warning:** the V4 baseline record reports `BASELINE_HASH_MATCH=false` even though it asserts the same R4.1 SHA. This master therefore does not claim independent byte-level verification of the STEP file from the currently uploaded evidence package.

## Current state
- `PHYSICAL_INPUT_CLOSURE = BLOCKED`
- `FINAL_VALIDATION_BY_MANUS = 0/14`
- FE/MBD execution remains blocked by the physical-input gate.
- Current intake audit: 14 ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
INPUT_ENGINEERING_642,56,56,NOT_STATED,56,NOT_STATED,JON_PHYSICAL_INPUT_ENGINEERING_MASTER.md,INPUT_ENGINEERING,1,extracted numeric context,NOT_STATED,"# JON_PHYSICAL_INPUT_ENGINEERING_MASTER

**Scope:** Physical-input engineering definition layer for immutable R4.1. This document defines acquisition/derivation contracts only. It does not close inputs, authorize R4.2, or authorize FE/MBD execution.

## Authority and baseline
- Peter_ChatGPT: architecture / gate / authorization authority.
- JON_ChatGPT: development / innovation / engineering implementation.
- Manus-Tasks: execution / simulation / testing / validation / evidence.
- Immutable artifact: `R4.1/R4.1.step`
- Asserted R4.1 SHA256: `fbe6b17cdbf7282a2e47963e567e12eeceb1352a36e719e7d1c55cc5f712a0a68`
- Mutation allowed: `FALSE`
- Native design axes: `+X = FWD`, `+Y = LEFT`, `+Z = UP`; use the native STEP origin and never rebase the model.

> **Evidence warning:** the V4 baseline record reports `BASELINE_HASH_MATCH=false` even though it asserts the same R4.1 SHA. This master therefore does not claim independent byte-level verification of the STEP file from the currently uploaded evidence package.

## Current state
- `PHYSICAL_INPUT_CLOSURE = BLOCKED`
- `FINAL_VALIDATION_BY_MANUS = 0/14`
- FE/MBD execution remains blocked by the physical-input gate.
- Current intake audit: 14 ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
INPUT_ENGINEERING_643,8,8,NOT_STATED,8,NOT_STATED,JON_PHYSICAL_INPUT_ENGINEERING_MASTER.md,INPUT_ENGINEERING,1,extracted numeric context,NOT_STATED,"# JON_PHYSICAL_INPUT_ENGINEERING_MASTER

**Scope:** Physical-input engineering definition layer for immutable R4.1. This document defines acquisition/derivation contracts only. It does not close inputs, authorize R4.2, or authorize FE/MBD execution.

## Authority and baseline
- Peter_ChatGPT: architecture / gate / authorization authority.
- JON_ChatGPT: development / innovation / engineering implementation.
- Manus-Tasks: execution / simulation / testing / validation / evidence.
- Immutable artifact: `R4.1/R4.1.step`
- Asserted R4.1 SHA256: `fbe6b17cdbf7282a2e47963e567e12eeceb1352a36e719e7d1c55cc5f712a0a68`
- Mutation allowed: `FALSE`
- Native design axes: `+X = FWD`, `+Y = LEFT`, `+Z = UP`; use the native STEP origin and never rebase the model.

> **Evidence warning:** the V4 baseline record reports `BASELINE_HASH_MATCH=false` even though it asserts the same R4.1 SHA. This master therefore does not claim independent byte-level verification of the STEP file from the currently uploaded evidence package.

## Current state
- `PHYSICAL_INPUT_CLOSURE = BLOCKED`
- `FINAL_VALIDATION_BY_MANUS = 0/14`
- FE/MBD execution remains blocked by the physical-input gate.
- Current intake audit: 14 ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
INPUT_ENGINEERING_644,1,1,NOT_STATED,1,NOT_STATED,JON_PHYSICAL_INPUT_ENGINEERING_MASTER.md,INPUT_ENGINEERING,1,extracted numeric context,NOT_STATED,"# JON_PHYSICAL_INPUT_ENGINEERING_MASTER

**Scope:** Physical-input engineering definition layer for immutable R4.1. This document defines acquisition/derivation contracts only. It does not close inputs, authorize R4.2, or authorize FE/MBD execution.

## Authority and baseline
- Peter_ChatGPT: architecture / gate / authorization authority.
- JON_ChatGPT: development / innovation / engineering implementation.
- Manus-Tasks: execution / simulation / testing / validation / evidence.
- Immutable artifact: `R4.1/R4.1.step`
- Asserted R4.1 SHA256: `fbe6b17cdbf7282a2e47963e567e12eeceb1352a36e719e7d1c55cc5f712a0a68`
- Mutation allowed: `FALSE`
- Native design axes: `+X = FWD`, `+Y = LEFT`, `+Z = UP`; use the native STEP origin and never rebase the model.

> **Evidence warning:** the V4 baseline record reports `BASELINE_HASH_MATCH=false` even though it asserts the same R4.1 SHA. This master therefore does not claim independent byte-level verification of the STEP file from the currently uploaded evidence package.

## Current state
- `PHYSICAL_INPUT_CLOSURE = BLOCKED`
- `FINAL_VALIDATION_BY_MANUS = 0/14`
- FE/MBD execution remains blocked by the physical-input gate.
- Current intake audit: 14 ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
INPUT_ENGINEERING_645,1,1,NOT_STATED,1,NOT_STATED,JON_PHYSICAL_INPUT_ENGINEERING_MASTER.md,INPUT_ENGINEERING,1,extracted numeric context,NOT_STATED,"# JON_PHYSICAL_INPUT_ENGINEERING_MASTER

**Scope:** Physical-input engineering definition layer for immutable R4.1. This document defines acquisition/derivation contracts only. It does not close inputs, authorize R4.2, or authorize FE/MBD execution.

## Authority and baseline
- Peter_ChatGPT: architecture / gate / authorization authority.
- JON_ChatGPT: development / innovation / engineering implementation.
- Manus-Tasks: execution / simulation / testing / validation / evidence.
- Immutable artifact: `R4.1/R4.1.step`
- Asserted R4.1 SHA256: `fbe6b17cdbf7282a2e47963e567e12eeceb1352a36e719e7d1c55cc5f712a0a68`
- Mutation allowed: `FALSE`
- Native design axes: `+X = FWD`, `+Y = LEFT`, `+Z = UP`; use the native STEP origin and never rebase the model.

> **Evidence warning:** the V4 baseline record reports `BASELINE_HASH_MATCH=false` even though it asserts the same R4.1 SHA. This master therefore does not claim independent byte-level verification of the STEP file from the currently uploaded evidence package.

## Current state
- `PHYSICAL_INPUT_CLOSURE = BLOCKED`
- `FINAL_VALIDATION_BY_MANUS = 0/14`
- FE/MBD execution remains blocked by the physical-input gate.
- Current intake audit: 14 ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
INPUT_ENGINEERING_646,1,1,NOT_STATED,1,NOT_STATED,JON_PHYSICAL_INPUT_ENGINEERING_MASTER.md,INPUT_ENGINEERING,1,extracted numeric context,NOT_STATED,"# JON_PHYSICAL_INPUT_ENGINEERING_MASTER

**Scope:** Physical-input engineering definition layer for immutable R4.1. This document defines acquisition/derivation contracts only. It does not close inputs, authorize R4.2, or authorize FE/MBD execution.

## Authority and baseline
- Peter_ChatGPT: architecture / gate / authorization authority.
- JON_ChatGPT: development / innovation / engineering implementation.
- Manus-Tasks: execution / simulation / testing / validation / evidence.
- Immutable artifact: `R4.1/R4.1.step`
- Asserted R4.1 SHA256: `fbe6b17cdbf7282a2e47963e567e12eeceb1352a36e719e7d1c55cc5f712a0a68`
- Mutation allowed: `FALSE`
- Native design axes: `+X = FWD`, `+Y = LEFT`, `+Z = UP`; use the native STEP origin and never rebase the model.

> **Evidence warning:** the V4 baseline record reports `BASELINE_HASH_MATCH=false` even though it asserts the same R4.1 SHA. This master therefore does not claim independent byte-level verification of the STEP file from the currently uploaded evidence package.

## Current state
- `PHYSICAL_INPUT_CLOSURE = BLOCKED`
- `FINAL_VALIDATION_BY_MANUS = 0/14`
- FE/MBD execution remains blocked by the physical-input gate.
- Current intake audit: 14 ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
INPUT_ENGINEERING_647,1,1,NOT_STATED,1,NOT_STATED,JON_PHYSICAL_INPUT_ENGINEERING_MASTER.md,INPUT_ENGINEERING,1,extracted numeric context,NOT_STATED,"# JON_PHYSICAL_INPUT_ENGINEERING_MASTER

**Scope:** Physical-input engineering definition layer for immutable R4.1. This document defines acquisition/derivation contracts only. It does not close inputs, authorize R4.2, or authorize FE/MBD execution.

## Authority and baseline
- Peter_ChatGPT: architecture / gate / authorization authority.
- JON_ChatGPT: development / innovation / engineering implementation.
- Manus-Tasks: execution / simulation / testing / validation / evidence.
- Immutable artifact: `R4.1/R4.1.step`
- Asserted R4.1 SHA256: `fbe6b17cdbf7282a2e47963e567e12eeceb1352a36e719e7d1c55cc5f712a0a68`
- Mutation allowed: `FALSE`
- Native design axes: `+X = FWD`, `+Y = LEFT`, `+Z = UP`; use the native STEP origin and never rebase the model.

> **Evidence warning:** the V4 baseline record reports `BASELINE_HASH_MATCH=false` even though it asserts the same R4.1 SHA. This master therefore does not claim independent byte-level verification of the STEP file from the currently uploaded evidence package.

## Current state
- `PHYSICAL_INPUT_CLOSURE = BLOCKED`
- `FINAL_VALIDATION_BY_MANUS = 0/14`
- FE/MBD execution remains blocked by the physical-input gate.
- Current intake audit: 14 ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
INPUT_ENGINEERING_648,1 s,1 s,s,1 s,s,JON_PHYSICAL_INPUT_ENGINEERING_MASTER.md,INPUT_ENGINEERING,1,extracted numeric context,NOT_STATED,"# JON_PHYSICAL_INPUT_ENGINEERING_MASTER

**Scope:** Physical-input engineering definition layer for immutable R4.1. This document defines acquisition/derivation contracts only. It does not close inputs, authorize R4.2, or authorize FE/MBD execution.

## Authority and baseline
- Peter_ChatGPT: architecture / gate / authorization authority.
- JON_ChatGPT: development / innovation / engineering implementation.
- Manus-Tasks: execution / simulation / testing / validation / evidence.
- Immutable artifact: `R4.1/R4.1.step`
- Asserted R4.1 SHA256: `fbe6b17cdbf7282a2e47963e567e12eeceb1352a36e719e7d1c55cc5f712a0a68`
- Mutation allowed: `FALSE`
- Native design axes: `+X = FWD`, `+Y = LEFT`, `+Z = UP`; use the native STEP origin and never rebase the model.

> **Evidence warning:** the V4 baseline record reports `BASELINE_HASH_MATCH=false` even though it asserts the same R4.1 SHA. This master therefore does not claim independent byte-level verification of the STEP file from the currently uploaded evidence package.

## Current state
- `PHYSICAL_INPUT_CLOSURE = BLOCKED`
- `FINAL_VALIDATION_BY_MANUS = 0/14`
- FE/MBD execution remains blocked by the physical-input gate.
- Current intake audit: 14 ",UNRESOLVED,UNRESOLVED,J_UNKNOWN_UNRESOLVED,J_UNKNOWN_UNRESOLVED,UNRESOLVED,REFERENCE_ONLY,False,False,False,False,PASS,NO
